"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2015 Prohibited Species Catch Crab (includes CDQ)
Through Date:
December 31 2015

SPECIES,SPECIES NAME,GEAR,REPORTING AREA,TARGET,WEEK,SECTOR,GROUNDFISH (MT),NUMBER OF CRAB,NUMBER OF CRAB/MT GROUNDFISH
BKCR,Blue King Crab,HAL,521,Pacific Cod,1/10/15,Catcher Processor,1125.57,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,1/17/15,Catcher Processor,1290.715,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,1/24/15,Catcher Processor,1573.624,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,1/31/15,Catcher Processor,2108.866,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,2/7/15,Catcher Processor,2244.778,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,2/14/15,Catcher Processor,2184.611,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,2/21/15,Catcher Processor,1921.307,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,2/28/15,Catcher Processor,1745.936,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,3/7/15,Catcher Processor,1869.379,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,3/14/15,Catcher Processor,2430.365,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,3/21/15,Catcher Processor,2151.811,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,3/28/15,Catcher Processor,1918.384,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,4/4/15,Catcher Processor,1702.798,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,4/11/15,Catcher Processor,1622.104,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,4/18/15,Catcher Processor,1555.173,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,4/25/15,Catcher Processor,1425.745,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,5/2/15,Catcher Processor,1797.597,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,5/9/15,Catcher Processor,1534.294,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,5/16/15,Catcher Processor,1561.295,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,5/23/15,Catcher Processor,1197.81,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,5/30/15,Catcher Processor,723.1,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,6/6/15,Catcher Processor,525.613,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,6/13/15,Catcher Processor,902.372,33,0.036570290063436886
BKCR,Blue King Crab,HAL,521,Pacific Cod,6/20/15,Catcher Processor,1146.839,8,0.006975698221365556
BKCR,Blue King Crab,HAL,521,Pacific Cod,6/27/15,Catcher Processor,585.429,3,0.005124442870430589
BKCR,Blue King Crab,HAL,521,Pacific Cod,7/4/15,Catcher Processor,814.546,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,7/11/15,Catcher Processor,413.111,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,7/18/15,Catcher Processor,801.336,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,7/25/15,Catcher Processor,555.891,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,8/1/15,Catcher Processor,307.816,2,0.006497394446824836
BKCR,Blue King Crab,HAL,521,Pacific Cod,8/8/15,Catcher Processor,279.755,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,8/22/15,Catcher Processor,134.346,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,8/29/15,Catcher Processor,277.364,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,9/5/15,Catcher Processor,397.385,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,9/12/15,Catcher Processor,418.335,17,0.04063728093835811
BKCR,Blue King Crab,HAL,521,Pacific Cod,9/19/15,Catcher Processor,696.716,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,9/26/15,Catcher Processor,835.152,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,10/3/15,Catcher Processor,814.708,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,10/10/15,Catcher Processor,932.026,9,0.009656382696553154
BKCR,Blue King Crab,HAL,521,Pacific Cod,10/17/15,Catcher Processor,927.268,33,0.03558840984221116
BKCR,Blue King Crab,HAL,521,Pacific Cod,10/24/15,Catcher Processor,928.389,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,10/31/15,Catcher Processor,1345.035,6,0.0044608507083891535
BKCR,Blue King Crab,HAL,521,Pacific Cod,11/7/15,Catcher Processor,1923.461,7,0.0036392738499915443
BKCR,Blue King Crab,HAL,521,Pacific Cod,11/14/15,Catcher Processor,1638.614,16,0.009764347882473665
BKCR,Blue King Crab,HAL,521,Pacific Cod,11/21/15,Catcher Processor,1861.408,12,0.0064467321348375805
BKCR,Blue King Crab,HAL,521,Pacific Cod,11/28/15,Catcher Processor,2597.306,7,0.002695099889578393
BKCR,Blue King Crab,HAL,521,Pacific Cod,12/5/15,Catcher Processor,2878.648,24,0.008337248173316153
BKCR,Blue King Crab,HAL,521,Pacific Cod,12/12/15,Catcher Processor,2100.36,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,12/19/15,Catcher Processor,1043.442,0,0
BKCR,Blue King Crab,HAL,521,Pacific Cod,12/26/15,Catcher Processor,2287.448,9,0.003934515229877563
BKCR,Blue King Crab,HAL,521,Pacific Cod,12/31/15,Catcher Processor,2074.001,10,0.004821598422676989
BKCR,Blue King Crab,HAL,523,'Other' Species,4/18/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,6/20/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,6/27/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,7/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,7/11/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,8/8/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,9/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,9/19/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Greenland Turbot,9/26/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,1/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,1/10/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,1/17/15,Catcher Processor,105.795,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,1/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,2/7/15,Catcher Processor,215.856,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,4/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,4/11/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,4/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,5/16/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,7/18/15,Catcher Processor,183.047,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,7/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,8/8/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,8/22/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,8/29/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,9/5/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,9/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,9/19/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,9/26/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,10/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,10/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,10/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,11/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,11/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,11/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,12/5/15,Catcher Processor,139.696,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,12/12/15,Catcher Processor,202.424,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,12/19/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,12/26/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,523,Pacific Cod,12/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Greenland Turbot,7/18/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Greenland Turbot,7/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Greenland Turbot,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Greenland Turbot,8/22/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,3/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,3/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,3/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,4/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,4/11/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,4/18/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,5/2/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,5/23/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,6/13/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,6/20/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,6/27/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,7/4/15,Catcher Processor,103.142,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,7/11/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,7/18/15,Catcher Processor,247.311,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,7/25/15,Catcher Processor,552.672,3,0.005428177277890411
BKCR,Blue King Crab,HAL,524,Pacific Cod,8/1/15,Catcher Processor,661.254,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,8/8/15,Catcher Processor,849.014,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,8/15/15,Catcher Processor,562.28,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,8/22/15,Catcher Processor,820.705,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,8/29/15,Catcher Processor,499.013,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,9/5/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,9/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,9/19/15,Catcher Processor,207.047,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,9/26/15,Catcher Processor,412.232,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,10/3/15,Catcher Processor,417.924,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,10/10/15,Catcher Processor,325.821,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,10/17/15,Catcher Processor,408.168,12,0.029399624737884242
BKCR,Blue King Crab,HAL,524,Pacific Cod,10/24/15,Catcher Processor,499.333,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,10/31/15,Catcher Processor,397.99,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,11/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,11/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,11/21/15,Catcher Processor,228.628,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,11/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,12/5/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,524,Pacific Cod,12/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,1/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,1/10/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,1/17/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,1/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,2/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Pacific Cod,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Rockfish,4/18/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,3/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,4/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,5/2/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,5/2/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,5/9/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,5/16/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,5/30/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,6/6/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,6/6/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,6/20/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,6/27/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,7/4/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,7/11/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,7/18/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,7/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,7/25/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,8/1/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,8/1/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,8/8/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,8/22/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,9/12/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,9/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,9/19/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,9/19/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,9/26/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,9/26/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/10/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/10/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/17/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/31/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,10/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,541,Sablefish,11/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,1/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,1/10/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,1/17/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,2/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,6/6/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,6/13/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,6/20/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,7/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Pacific Cod,7/11/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Rockfish,8/29/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,3/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,4/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,4/11/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,4/18/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/2/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/9/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/16/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/16/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/23/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/23/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/30/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,5/30/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,6/6/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,6/13/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,6/20/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,7/4/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,7/11/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,7/18/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/1/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/1/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/8/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/8/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/22/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,8/22/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,9/19/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,9/26/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,10/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,10/3/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,10/10/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,10/24/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,542,Sablefish,10/31/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,543,Pacific Cod,1/17/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Pacific Cod,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Pacific Cod,1/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Pacific Cod,2/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Pacific Cod,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Pacific Cod,2/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,4/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,5/2/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,5/9/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,5/16/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,5/23/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,5/30/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,6/6/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,6/13/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,6/20/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,6/20/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,6/27/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,8/8/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,8/22/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,8/29/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,9/5/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,543,Sablefish,9/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,'Other' Species,11/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,1/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,1/10/15,Catcher Processor,538.53,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,1/17/15,Catcher Processor,433.453,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,1/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,2/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,2/21/15,Catcher Processor,450.96,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,2/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/7/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/14/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/21/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,3/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,4/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,5/9/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,9/12/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,9/19/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,9/19/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,9/26/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,9/26/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,10/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,10/10/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,10/17/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,10/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,10/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,11/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,11/14/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,11/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,12/26/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Pacific Cod,12/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,3/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,4/25/15,Shoreside,C,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,4/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,5/2/15,Shoreside,10.185,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,5/2/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,5/9/15,Shoreside,25.537,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,5/16/15,Shoreside,29.751,0,0
BKCR,Blue King Crab,HAL,610,Sablefish,5/16/15,Catcher Processor,C,0,0
